SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR25-01602730,Tree Emergency,SEC,Alderman,Streets and Sanitation,Completed,Alderman's Office,9/2/2025 16:29,9/4/2025 15:05,9/4/2025 15:05,5250 W KINZIE ST,Chicago,Illinois,60644,5250,W,KINZIE,ST,FALSE,FALSE,,,25,37,6,C021,2,15,1523,11,,16,3,9,1141091.0695196444,1902296.673124815,41.887989,-87.7573305,"(41.88798900094, -87.757330500002)"
SR25-01602728,Tree Emergency,SEC,,Streets and Sanitation,Completed,Internet,9/2/2025 16:28,9/3/2025 10:21,9/3/2025 10:21,2106 N CAMPBELL AVE,Chicago,Illinois,60647,2106,N,CAMPBELL,AVE,FALSE,FALSE,,,22,1,5,J017,3,14,1431,9,,16,3,9,1159469.4625313403,1914182.0198372623,41.920245,-87.689511,"(41.920245000941, -87.689511000002)"
SR25-01602727,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:28,9/2/2025 16:32,9/2/2025 16:28,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602725,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 16:28,9/2/2025 16:28,,7623 S BISHOP ST,Chicago,Illinois,60620,7623,S,BISHOP,ST,FALSE,FALSE,,,71,17,11,M040,1,06,0612,27,,16,3,9,1167967.6356719953,1854089.857279554,41.755167,-87.660018,"(41.75516700094, -87.660018000002)"
SR25-01602724,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:28,9/2/2025 16:32,9/2/2025 16:28,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602723,Water Lead Test Kit Request,WCA2,311 City Services,DWM - Department of Water Management,Open,Phone Call,9/2/2025 16:28,9/2/2025 16:28,,8631 S HONORE ST,Chicago,Illinois,60620,8631,S,HONORE,ST,FALSE,FALSE,,,71,18,13,L042,1,06,0614,9,,16,3,9,1165593.605891204,1847311.9167128557,41.736618,-87.66891,"(41.73661800094, -87.668910000002)"
SR25-01602722,Blue Recycling Cart,SRRC,,Streets and Sanitation,Open,Mobile Device,9/2/2025 16:28,9/2/2025 16:28,,3137 N OLCOTT AVE,,,,3137,N,OLCOTT,AVE,FALSE,FALSE,,,17,29,3,X115,1,25,2511,29,,16,3,9,1125614.412059015,1920170.7713897761,41.937309,-87.8137695,"(41.937309000941, -87.813769500002)"
SR25-01602720,Tree Debris Clean-Up Request,SEL,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 16:28,9/2/2025 16:28,,520 E 87TH PL,Chicago,Illinois,60619,520,E,87TH,PL,FALSE,FALSE,,,44,8,14,R043,3,06,0632,12,,16,3,9,1181350.046817867,1847160.0654062245,41.735853,-87.6111885,"(41.73585300094, -87.611188500002)"
SR25-01602719,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Open,Internet,9/2/2025 16:28,9/2/2025 16:28,,1201 W 108TH ST,Chicago,Illinois,60643,1201,W,108TH,ST,FALSE,FALSE,,,75,21,13,M048,3,22,2234,47,,16,3,9,1170202.8082562997,1833087.8000651759,41.697486,-87.6524355,"(41.69748600094, -87.652435500002)"
SR25-01602717,Dead Bird,SGV,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 16:28,9/5/2025 13:28,9/5/2025 13:28,6054 W EDDY ST,,,,6054,W,EDDY,ST,FALSE,FALSE,,,17,30,3,A014,3,16,1633,18,,16,3,9,1135155.9648926924,1923054.4181710277,41.945058,-87.7786335,"(41.945058000941, -87.778633500002)"
SR25-01602714,Water in Basement Complaint,AAF,311 City Services,DWM - Department of Water Management,Completed,Phone Call,9/2/2025 16:28,9/2/2025 16:28,9/2/2025 16:28,8230 S CALUMET AVE,Chicago,Illinois,60619,8230,S,CALUMET,AVE,FALSE,FALSE,,,44,6,12,Q041,3,06,0631,1,,16,3,9,1179813.754348178,1850367.931643163,41.744691,-87.616719,"(41.74469100094, -87.616719000002)"
SR25-01602713,Buildings - Plumbing Violation,BBC,Alderman,DOB - Buildings,Open,Alderman's Office,9/2/2025 16:27,9/2/2025 16:27,,7225 S CONSTANCE AVE,Chicago,Illinois,60649,7225,S,CONSTANCE,AVE,FALSE,FALSE,,,43,7,12,U039,2,03,0324,2,,16,3,9,1189706.8962760298,1857326.817267255,41.763555,-87.5802465,"(41.76355500094, -87.580246500002)"
SR25-01602712,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:27,9/2/2025 16:34,9/2/2025 16:27,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602711,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Open,Internet,9/2/2025 16:27,9/2/2025 16:27,,1049 W 104TH PL,Chicago,Illinois,60643,1049,W,104TH,PL,FALSE,FALSE,,,73,21,13,N047,3,22,2232,35,,16,3,9,1170973.1469984243,1835442.1651904685,41.70393,-87.6495465,"(41.70393000094, -87.649546500002)"
SR25-01602710,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:27,9/2/2025 16:33,9/2/2025 16:27,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602708,Water in Basement Complaint,AAF,311 City Services,DWM - Department of Water Management,Completed,Phone Call,9/2/2025 16:27,9/2/2025 16:28,9/2/2025 16:28,6959 S WASHTENAW AVE,Chicago,Illinois,60629,6959,S,WASHTENAW,AVE,FALSE,FALSE,,,66,17,11,J038,3,08,0831,17,,16,3,9,1159664.6905406413,1858168.61,41.766534,-87.6903345,"(41.76653400094, -87.690334500002)"
SR25-01602706,Sewer Cleaning Inspection Request,CHECKFOR,,DWM - Department of Water Management,Completed,Internet,9/2/2025 16:27,9/9/2025 14:01,9/9/2025 14:01,6325 N CICERO AVE,Chicago,Illinois,60646,6325,N,CICERO,AVE,FALSE,FALSE,,,12,39,1,E007,1,17,1711,15,,16,3,9,1143388.1432623472,1941840.0168676702,41.996457,-87.747903,"(41.996457000941, -87.747903000002)"
SR25-01602702,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:26,9/2/2025 16:32,9/2/2025 16:26,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602700,Rodent Baiting/Rat Complaint,SGA,,Streets and Sanitation,Open,Internet,9/2/2025 16:26,9/2/2025 16:26,,1212 W 109TH PL,Chicago,Illinois,60643,1212,W,109TH,PL,FALSE,FALSE,,,75,21,13,M048,3,22,2234,47,,16,3,9,1170100.117116033,1832240.828023987,41.695164,-87.652836,"(41.69516400094, -87.652836000002)"
SR25-01602699,Fly Dumping Complaint,SDR,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 16:26,9/2/2025 16:27,9/2/2025 16:27,1439 S HAMLIN AVE,Chicago,Illinois,60623,1439,S,HAMLIN,AVE,FALSE,FALSE,,,29,24,6,G025,1,10,1011,24,,16,3,9,1151352.2015901932,1892708.938833156,41.861484,-87.7198995,"(41.86148400094, -87.719899500002)"
SR25-01602695,Fly Dumping Complaint,SDR,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 16:26,9/5/2025 8:21,9/5/2025 8:21,2206 N MILWAUKEE AVE,,,,2206,N,MILWAUKEE,AVE,FALSE,FALSE,,,22,1,5,J017,3,14,1431,34,,16,3,9,1158156.4736445455,1914352.588,41.92074,-87.6943305,"(41.920740000941, -87.694330500002)"
SR25-01602694,Sanitation Code Violation,SCB,,Streets and Sanitation,Completed,Internet,9/2/2025 16:26,9/8/2025 10:30,9/8/2025 10:30,110 W HURON ST,Chicago,Illinois,60654,110,W,HURON,ST,FALSE,FALSE,,,8,42,5,P021,3,18,1832,40,,16,3,9,1175270.854096782,1905065.2818105586,41.89488804,-87.63172821,"(41.894888038046, -87.631728205476)"
SR25-01602690,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:25,9/2/2025 16:33,9/2/2025 16:25,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602688,Tree Removal Inspection,SEE,Alderman,Streets and Sanitation,Open,Alderman's Office,9/2/2025 16:25,9/2/2025 16:25,,1741 W BEACH AVE,Chicago,Illinois,60622,1741,W,BEACH,AVE,FALSE,FALSE,,,24,1,5,L019,3,14,1433,21,,16,3,9,1164319.7726214495,1909545.2179445405,41.90742,-87.6718215,"(41.907420000941, -87.671821500002)"
SR25-01602687,Weed Removal Request,SCP,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 16:25,9/3/2025 7:43,9/3/2025 7:43,1441 N CLEAVER ST,,,,1441,N,CLEAVER,ST,FALSE,FALSE,,,24,1,5,M019,3,14,1433,6,,16,3,9,1166556.525858379,1909874.1563424165,41.908275,-87.6635955,"(41.908275000941, -87.663595500002)"
SR25-01602686,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 16:25,9/2/2025 16:25,,5851 W EASTWOOD AVE,Chicago,Illinois,60630,5851,W,EASTWOOD,AVE,FALSE,FALSE,,,15,38,1,B011,2,16,1622,36,,16,3,9,1136293.1413425582,1930211.6912725193,41.964678,-87.774282,"(41.964678000941, -87.774282000002)"
SR25-01602685,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:25,9/2/2025 16:34,9/2/2025 16:25,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602682,Abandoned Vehicle Complaint,SKA,,Streets and Sanitation,Open,Internet,9/2/2025 16:25,9/2/2025 16:25,,3642 N SEELEY AVE,Chicago,Illinois,60618,3642,N,SEELEY,AVE,FALSE,FALSE,,,5,47,4,K013,2,19,1921,4,,16,3,9,1161960.0984015854,1924378.100672992,41.948172,-87.6800745,"(41.948172000941, -87.680074500002)"
SR25-01602680,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 16:25,9/2/2025 16:25,,1623 N SPRINGFIELD AVE,Chicago,Illinois,60647,1623,N,SPRINGFIELD,AVE,FALSE,FALSE,,,23,26,6,G018,3,25,2535,47,,16,3,9,1150197.5427449052,1910637.6943280986,41.910705,-87.7236705,"(41.910705000941, -87.723670500002)"
SR25-01602677,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:25,9/2/2025 16:34,9/2/2025 16:25,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602675,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Internet,9/2/2025 16:24,9/3/2025 8:24,9/3/2025 8:24,2511 N MILWAUKEE AVE,Chicago,Illinois,60647,2511,N,MILWAUKEE,AVE,FALSE,FALSE,,,22,1,4,I016,1,14,1414,14,,16,3,9,1155577.270259456,1916672.0010264353,41.927157,-87.7037445,"(41.927157000941, -87.703744500002)"
SR25-01602674,E-Scooter Parking Complaint,ESPC,,Outside Agencies,Completed,Internet,9/2/2025 16:24,9/9/2025 16:05,9/9/2025 16:05,1827 N CLARK ST,Chicago,Illinois,60614,1827,N,CLARK,ST,FALSE,FALSE,,,7,43,5,P018,1,18,1814,32,,16,3,9,1174522.1615586793,1912600.5183185886,41.91558187,-87.63425238,"(41.915581868166, -87.634252384128)"
SR25-01602673,Sign Repair Request - All Other Signs,PCE,Alderman,CDOT - Department of Transportation,Open,Alderman's Office,9/2/2025 16:24,9/5/2025 8:57,,5500 W 63RD PL,Chicago,Illinois,60638,5500,W,63RD,PL,FALSE,FALSE,,,64,13,10,C037,1,08,0813,43,,16,3,9,1140781.9003049608,1862000.1679266517,41.777415,-87.7594545,"(41.77741500094, -87.759454500002)"
SR25-01602672,Tree Emergency,SEC,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 16:24,9/3/2025 10:18,9/3/2025 10:18,1623 N SPRINGFIELD AVE,Chicago,Illinois,60647,1623,N,SPRINGFIELD,AVE,FALSE,FALSE,,,23,26,6,G018,3,25,2535,47,,16,3,9,1150197.5427449052,1910637.6943280986,41.910705,-87.7236705,"(41.910705000941, -87.723670500002)"
SR25-01602669,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:24,9/2/2025 16:33,9/2/2025 16:24,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602665,Blue Recycling Cart,SRRC,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 16:24,9/2/2025 16:24,,7539 W MYRTLE AVE,Chicago,Illinois,60631,7539,W,MYRTLE,AVE,FALSE,FALSE,,,10,41,1,X107,1,16,1612,18,,16,3,9,1125094.3880105582,1940564.3794886665,41.99328,-87.8152275,"(41.993280000941, -87.815227500002)"
SR25-01602662,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:23,9/2/2025 16:33,9/2/2025 16:23,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602660,Sign Repair Request - All Other Signs,PCE,Alderman,CDOT - Department of Transportation,Open,Alderman's Office,9/2/2025 16:23,9/5/2025 7:53,,6458 S KARLOV AVE,Chicago,Illinois,60629,6458,S,KARLOV,AVE,FALSE,FALSE,,,65,13,10,F037,1,08,0813,28,,16,3,9,1150075.7070100124,1861224.428926815,41.775111,-87.725403,"(41.77511100094, -87.725403000002)"
SR25-01602659,Sewer Cave-In Inspection Request,AAD,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,9/2/2025 16:23,9/4/2025 8:57,9/4/2025 8:57,3454 W DIVERSEY AVE,Chicago,Illinois,60647,3454,W,DIVERSEY,AVE,FALSE,FALSE,,,21,35,4,H015,1,14,1412,15,,16,3,9,1152657.099360909,1918461.1836369114,41.932125,-87.7144275,"(41.932125000941, -87.714427500002)"
SR25-01602657,Rodent Baiting/Rat Complaint,SGA,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 16:23,9/2/2025 16:23,,6439 S SANGAMON ST,Chicago,Illinois,60621,6439,S,SANGAMON,ST,FALSE,FALSE,,,68,16,11,N037,2,07,0723,28,,16,3,9,1171166.1626481025,1861976.6318632867,41.77674,-87.648066,"(41.77674000094, -87.648066000002)"
SR25-01602656,Graffiti Removal Request,GRAF,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 16:22,9/3/2025 10:38,,3501 S RICHMOND ST,Chicago,Illinois,60632,3501,S,RICHMOND,ST,FALSE,FALSE,,,58,12,8,I030,1,09,0911,2,,16,3,9,1157269.4147561132,1880644.6448781802,41.82826013,-87.69850576,"(41.828260127568, -87.698505760191)"
SR25-01602655,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 16:22,9/3/2025 7:04,9/3/2025 7:04,400 N WELLS ST,,,,400,N,WELLS,ST,FALSE,FALSE,,,8,42,5,P021,3,18,1831,14,,16,3,9,1174596.765870109,1903040.8563690223,41.889348,-87.6342645,"(41.889348000941, -87.634264500002)"
SR25-01602654,Yard Waste Pick-Up Request,SCQ,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 16:22,9/2/2025 16:22,,2331 W ADAMS ST,Chicago,Illinois,60612,2331,W,ADAMS,ST,FALSE,FALSE,,,28,27,7,K023,2,12,1225,18,,16,3,9,1160796.1666568567,1898908.2123737454,41.878305,-87.6850605,"(41.87830500094, -87.685060500002)"
SR25-01602653,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 16:22,9/2/2025 16:22,,4529 S FRANCISCO AVE,Chicago,Illinois,60632,4529,S,FRANCISCO,AVE,FALSE,FALSE,,,58,12,8,I032,2,09,0922,12,,16,3,9,1157892.307501102,1874353.9434617609,41.810985,-87.6963915,"(41.81098500094, -87.696391500002)"
SR25-01602652,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:22,9/2/2025 16:33,9/2/2025 16:22,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602650,Tree Removal Inspection,SEE,Alderman,Streets and Sanitation,Open,Alderman's Office,9/2/2025 16:22,9/2/2025 16:22,,5518 S NEENAH AVE,Chicago,Illinois,60638,5518,S,NEENAH,AVE,FALSE,FALSE,,,56,13,10,Z135,1,08,0811,37,,16,3,9,1133583.4053526071,1867108.8608938747,41.791563,-87.7857255,"(41.79156300094, -87.785725500002)"
SR25-01602648,Water Lead Test Kit Request,WCA2,311 City Services,DWM - Department of Water Management,Open,Phone Call,9/2/2025 16:22,9/2/2025 16:22,,10733 S EDBROOKE AVE,Chicago,Illinois,60628,10733,S,EDBROOKE,AVE,FALSE,FALSE,,,49,9,14,Q048,1,05,0513,34,,16,3,9,1179218.8532118679,1833692.1186516425,41.698944,-87.6194055,"(41.69894400094, -87.619405500002)"
SR25-01602647,Graffiti Removal Request,GRAF,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 16:22,9/3/2025 9:04,9/3/2025 9:04,359 N WELLS ST,,,,359,N,WELLS,ST,FALSE,FALSE,,,8,42,7,P022,3,18,1831,32,,16,3,9,1174742.2585059977,1902930.528,41.889042,-87.6337335,"(41.88904200094, -87.633733500002)"
SR25-01602644,Sewer Cave-In Inspection Request,AAD,DWM - Department of Water Management,DWM - Department of Water Management,Open,Phone Call,9/2/2025 16:21,9/3/2025 7:07,,2246 N MANGO AVE,Chicago,Illinois,60639,2246,N,MANGO,AVE,FALSE,FALSE,,,19,36,3,B017,1,25,2515,21,,16,3,9,1137602.792134868,1914559.4176192516,41.921703,-87.769845,"(41.921703000941, -87.769845000002)"
SR25-01602641,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:21,9/2/2025 16:33,9/2/2025 16:21,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602638,Tree Emergency,SEC,,Streets and Sanitation,Completed,Mobile Device,9/2/2025 16:21,9/4/2025 12:20,9/4/2025 12:20,4057 N PARKSIDE AVE,,,,4057,N,PARKSIDE,AVE,FALSE,FALSE,,,15,38,3,B012,2,16,1624,40,,16,3,9,1138031.304130841,1926651.426583574,41.954877,-87.7679775,"(41.954877000941, -87.767977500002)"
SR25-01602637,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:21,9/2/2025 16:34,9/2/2025 16:21,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602633,Street Light Out Complaint,SFD,CDOT - Department of Transportation,CDOT - Department of Transportation,Completed,Phone Call,9/2/2025 16:20,9/4/2025 14:32,9/4/2025 14:32,947 E 43RD ST,Chicago,Illinois,60653,947,E,43RD,ST,FALSE,FALSE,,,39,4,9,S032,2,02,0222,5,,16,3,9,1183581.3093778356,1876683.4753244412,41.8168163,-87.60209434,"(41.816816299398, -87.602094344051)"
SR25-01602632,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:20,9/2/2025 16:34,9/2/2025 16:20,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602628,Blue Recycling Cart,SRRC,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 16:20,9/2/2025 16:20,,4546 S ST LOUIS AVE,Chicago,Illinois,60632,4546,S,ST LOUIS,AVE,FALSE,FALSE,,,58,12,8,H032,2,08,0821,10,,16,3,9,1153772.0162558502,1874090.9080164777,41.810346,-87.7115115,"(41.81034600094, -87.711511500002)"
SR25-01602625,Divvy Bike Parking Complaint,DBPC,,Outside Agencies,Completed,Internet,9/2/2025 16:20,9/2/2025 16:56,9/2/2025 16:56,1816 N LINCOLN AVE,Chicago,Illinois,60614,1816,N,LINCOLN,AVE,FALSE,FALSE,,,7,43,5,P018,1,18,1814,19,,16,3,9,1174290.0131599212,1912576.0811747587,41.91552,-87.635106,"(41.915520000941, -87.635106000002)"
SR25-01602624,Inspect Public Way Request,PBD,311 City Services,CDOT - Department of Transportation,Open,Phone Call,9/2/2025 16:20,9/3/2025 13:37,,7518 S RHODES AVE,Chicago,Illinois,60619,7518,S,RHODES,AVE,FALSE,FALSE,,,69,6,12,R040,2,06,0624,43,,16,3,9,1181140.492568404,1855157.6166079005,41.757804,-87.6117105,"(41.75780400094, -87.611710500002)"
SR25-01602621,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:20,9/2/2025 16:33,9/2/2025 16:20,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602620,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 16:20,9/2/2025 16:20,,4546 S ST LOUIS AVE,Chicago,Illinois,60632,4546,S,ST LOUIS,AVE,FALSE,FALSE,,,58,12,8,H032,2,08,0821,10,,16,3,9,1153772.0162558502,1874090.9080164777,41.810346,-87.7115115,"(41.81034600094, -87.711511500002)"
SR25-01602617,Graffiti Removal Request,GRAF,311 City Services,Streets and Sanitation,Completed,Phone Call,9/2/2025 16:19,9/3/2025 7:55,9/3/2025 7:55,1440 N HUMBOLDT DR,Chicago,Illinois,60622,1440,N,HUMBOLDT,DR,FALSE,FALSE,,,24,26,5,I019,2,14,1423,27,,16,3,9,1156281.1538167854,1909611.9553222582,41.90776945,-87.70134919,"(41.907769451848, -87.701349190458)"
SR25-01602616,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:19,9/2/2025 16:33,9/2/2025 16:19,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602615,Tree Debris Clean-Up Request,SEL,Alderman,Streets and Sanitation,Completed,Alderman's Office,9/2/2025 16:19,9/9/2025 15:15,9/9/2025 15:15,2416 W CERMAK RD,Chicago,Illinois,60608,2416,W,CERMAK,RD,FALSE,FALSE,,,31,28,7,J026,2,10,1023,19,,16,3,9,1160444.7473406177,1889430.316481761,41.852304,-87.686613,"(41.85230400094, -87.686613000002)"
SR25-01602613,Garbage Cart Maintenance,SIE,311 City Services,Streets and Sanitation,Open,Phone Call,9/2/2025 16:19,9/2/2025 16:19,,2717 S BONFIELD ST,Chicago,Illinois,60608,2717,S,BONFIELD,ST,FALSE,FALSE,,,60,11,9,M028,1,09,0913,1,,16,3,9,1168290.685319124,1886424.1334740957,41.843889,-87.657903,"(41.84388900094, -87.657903000002)"
SR25-01602610,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:19,9/2/2025 16:33,9/2/2025 16:19,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602609,Garbage Cart Maintenance,SIE,Alderman,Streets and Sanitation,Open,Alderman's Office,9/2/2025 16:18,9/2/2025 16:19,,9308 S NORMAL AVE,Chicago,Illinois,60620,9308,S,NORMAL,AVE,FALSE,FALSE,,,73,9,14,O044,2,22,2223,35,,16,3,9,1174524.0489162402,1843109.0799266016,41.724891,-87.6363165,"(41.72489100094, -87.636316500002)"
SR25-01602606,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,9/2/2025 16:18,9/2/2025 16:33,9/2/2025 16:18,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,FALSE,FALSE,,,76,41,,,5,16,1654,27,,16,3,9,1105376.7673561182,1941043.7883293368,41.9949,-87.8877495,"(41.994900000941, -87.887749500002)"
SR25-01602602,Tree Removal Inspection,SEE,Alderman,Streets and Sanitation,Open,Alderman's Office,9/2/2025 16:18,9/2/2025 16:18,,4509 W 64TH ST,Chicago,Illinois,60629,4509,W,64TH,ST,FALSE,FALSE,,,65,13,10,E037,1,08,0813,29,,16,3,9,1147348.5252117768,1861700.5413776434,41.77647,-87.7353885,"(41.77647000094, -87.735388500002)"
SR25-01602600,Abandoned Vehicle Complaint,SKA,,Streets and Sanitation,Open,Mobile Device,9/2/2025 16:18,9/2/2025 16:18,,3909 N KILDARE AVE,,,,3909,N,KILDARE,AVE,FALSE,FALSE,,,16,30,3,F013,3,17,1731,5,,16,3,9,1146971.400683564,1925688.8251538915,41.952069,-87.7351365,"(41.952069000941, -87.735136500002)"
